positive,negative,anger_emolex,anticipation,disgust,fear,joy,sadness,surprise,trust,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achiev,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,epoch,author
36.0960919855,23.8965239015,24.9766343336,30.201407646,17.3027295946,28.7078852294,25.8346491046,22.9788640846,29.4839333395,35.432349544,25.038328983,26.9521997284,23.1965537383,18.5805500982,29.5433789954,27.0054176861,55.5414614967,24.2701683111,23.4258887327,12.2334782791,24.5682974617,38.0048925945,28.3999231656,30.6625151067,29.193563812,26.4096624752,34.2558639918,30.5314688162,39.7097953216,33.1743681565,25.9598214286,31.3562229494,36.1572438163,26.92045661,10.9394714706,6.75558058572,18.1725753691,55.5354577176,48.9835792062,27.5765914958,38.2746777476,35.0550565053,23.7924824529,38.576400825,39.8705534699,28.7328367336,44.4955767342,38.3118260783,37.5301058265,38.070050218,21.9803037494,23.3370722741,22.9980678403,31.751177649,9.82468759393,23.9696001311,20.5227915488,5.91638865722,9.26206996242,18.2699512926,10.546875,2.8781793842,unidentified,KiplingRudyard
30.970197492,20.650247348,19.359401839,36.4074728167,11.1560427087,24.6079090349,26.1125192172,23.7321439245,36.0003682902,26.3797612884,35.7631585616,34.0681552601,30.9066718588,35.9593975115,24.0226136117,43.0502155424,60.7883519625,7.7868059586,20.5898105376,29.1477606924,23.6026630795,49.9708567348,49.2660711999,28.2820822703,49.1719664005,33.8508713876,45.0704083076,29.3627530804,65.1072124757,48.7041755618,48.1408730159,45.1264998769,32.3792697291,24.5291588446,6.72694985747,4.95938289303,19.5650251967,35.1180213465,21.7392576982,25.2707288166,24.7693351425,45.3757365015,26.2837089028,56.5383770673,44.2259640602,36.3611095669,48.9375102289,49.9891839723,34.8976199165,50.2969741773,11.3954053382,20.3425410383,22.1697438099,15.1190282816,2.05551022745,17.9777122255,21.5382909111,2.41173199889,8.95249108605,12.3204695891,21.0998062016,0.0,romantic,CarrolLewis
54.6970739421,30.7040053243,32.0530410598,57.2033527617,19.8700033045,39.7838930211,42.5144279238,32.1878863377,56.0101570564,55.2081302551,49.092708457,47.7304574325,33.8071815052,41.1250129252,26.7703505339,42.906725044,59.2692319441,21.8340104469,33.9383304616,18.0287813054,37.3317747228,52.7886417451,54.4103969104,32.9525135519,41.2656947202,27.9928942144,42.4529716315,34.3699380351,43.7767005232,44.0610513268,22.5192147034,37.1571280148,31.2689851838,27.7242491562,8.16479373114,7.44581092297,10.7101145136,47.1511753522,36.2893535208,19.9428848289,31.5685924445,45.5798471839,53.0048801353,53.1466169721,36.783740938,41.3504158974,53.6812941381,38.7348663192,40.9685081211,55.1943983439,8.32108153631,13.1936007921,20.2142324467,11.9429143002,8.68747640992,14.7682381963,16.8734513042,2.47026030464,3.00817090428,6.29054840173,22.3263463892,0.0,enlightment,CooperJamesFenimore
30.9982078444,18.5374284631,11.8285002189,21.984440289,11.154269093,24.4935491701,17.6885823373,24.0412009643,30.6120778729,32.1282687874,16.1109844037,20.1103987479,17.7236933195,23.1805282689,12.3708052475,29.4017890663,11.8378652754,6.47965434964,14.3558501261,1.62194586823,7.2968248398,53.0986431977,40.6005890639,38.7135759366,22.1834372028,41.6580630929,36.4722441091,40.7570247336,29.0237166992,38.6206949322,7.9365079365,35.6240543298,29.4929982987,24.5180564808,8.81739022074,8.66953375657,13.4235110365,26.1079182631,16.3920110838,11.941833217,27.4099200965,21.8278115844,29.5427492509,28.8709687687,29.7672984288,17.7404710286,65.2738810565,27.0467252396,64.0406006298,45.6830406077,8.22880647276,7.80222354362,17.2797099375,6.62250858796,1.13129404579,6.94854146181,9.14434647591,0.875729774813,0.533230541903,5.46605053911,15.5657838071,0.148743120631,enlightment,DarwinCharles
41.9124860265,30.0796275231,38.5722946347,57.9830666944,26.6505267639,27.5298269199,41.5215855736,33.8174645867,55.5547371328,44.3744772374,43.6856643268,45.8017244102,28.5798286604,42.7603143419,20.1017612524,28.3001281603,77.5306584786,37.4265815438,39.3954609359,15.8112763633,60.8233419113,68.3864281165,65.4139454476,43.5604941587,65.6132549132,44.5723362012,47.2149827262,40.2043641101,61.383625731,61.0901453068,36.7583333333,36.1089412013,32.5229681979,25.9983043663,11.5918968176,6.10485357362,22.3614180886,43.6077586207,25.6138040042,32.4489795918,23.3364993216,43.1751666184,61.9763575914,78.9140025209,42.0091935224,38.4518316749,59.7959774146,54.4693490415,40.7304464177,69.9166432996,19.2853752797,31.9730796259,48.8793473594,23.3461475987,0.382616910723,2.54015077024,13.7231741807,1.97039199333,0.0,20.2023229674,11.8483527132,0.0,unidentified,ScottBailey
44.908923805,24.514846546,26.1594422552,43.8073224303,15.9184542179,27.7894471517,39.4306964486,24.6641179334,49.5883041551,42.4096296423,33.2460259135,36.0910210656,23.8976969292,23.8127982038,23.4898891063,34.827982224,64.2286099439,19.1824890142,28.5269560726,19.1643559365,37.0228138629,36.1461409299,38.5149689918,22.087513668,34.1656932462,26.5360688286,25.6599967098,21.5413962361,64.3732247285,56.3499168692,39.2865646258,44.7602961801,45.2798250042,30.9760275454,12.5032544912,5.10078698692,28.9408540359,45.4508268825,32.1999347684,20.395638651,32.2870226788,47.6461274165,28.4236635179,57.8129859713,38.9471522914,31.3794938176,62.1110932975,52.1159002739,50.8978747806,55.283445556,15.3103600244,28.2343447136,45.1828906745,32.5998004378,5.1917378795,13.78470759,13.2091166195,3.08143691171,5.06133069012,12.6665953005,10.3578349945,0.420730541212,unidentified,HenryO
52.1811681349,25.7377922731,26.5949999278,50.0793980588,19.7851898022,28.8591953333,42.5128658685,27.9713875868,49.5376642509,51.4526398443,42.5941345343,45.9973560848,26.2107810414,29.4934044345,23.4283850527,30.0785606098,57.5417182656,20.5198573916,24.845780851,20.0347809908,29.3700808783,65.7532444974,56.0585999671,45.602255942,51.7774316727,39.6970785667,50.3498047501,46.578422934,39.2742272348,35.2966639448,23.056122449,31.6078780293,29.9030792529,22.1686809527,11.6485750335,5.3670167637,12.2680829029,55.296592775,34.5366676702,32.1538161804,34.3627641016,55.809910171,37.7025172832,54.4539524301,51.5149664668,38.3786123266,51.6805028107,40.3761125057,38.1846143153,55.8234979225,21.1286721618,20.2045670422,24.8860127993,28.8390584996,10.57211565,17.0400805357,17.8921976377,6.23287263195,2.57093296989,18.9664400792,11.2679955703,1.55861541404,unidentified,MarkTwain
30.3431965262,11.3409698156,14.4218786838,31.8503705243,11.9639246568,22.3491850109,21.4969321754,16.1369613293,42.291992757,36.3417904701,25.4681837764,29.4291970649,20.5211578401,34.4073346431,23.3507284192,27.28455474,80.0928959702,17.3805378216,28.7741849099,12.1968041901,59.7014270675,50.9049852354,73.059930849,21.1919788729,42.3038301535,32.7196117362,48.2392872295,19.429517451,62.899122807,67.8821476942,37.3498677249,38.5112072909,22.457008245,19.6350350229,5.99560727137,6.75131408288,8.48289275926,33.9792008758,27.070893338,8.98965791566,22.8516508367,45.6135902637,30.0147765054,83.2588518391,42.3187005167,38.3984657291,65.1907834748,64.7314297124,49.4382273041,60.177419766,9.93796189572,17.1991278808,45.2578598349,18.0572851806,4.12175605846,30.2769583743,12.8680751955,1.18849040867,0.539655006264,9.12951167728,18.225129199,0.0,unidentified,FletcherJSJosephSmi
49.0068365539,25.7299189616,30.7820551682,42.0908650183,22.1223085382,31.2111409847,44.232074348,23.0589922897,54.1371267225,49.6793722866,43.9953371683,50.3716219773,23.088655244,18.6705959398,36.4144379213,20.2435046021,57.1725237623,16.0050299864,22.6584990292,10.7588998123,30.9590302959,48.3612220871,33.1164361634,37.0216194441,35.9337891901,31.6704169424,38.3629310867,46.7395827679,22.6291423002,16.4095677524,13.2017195767,20.8434498047,30.0015704751,18.5096590565,11.9748586383,5.08908457915,17.8086228745,36.5205938697,33.4833450416,13.8173169029,27.078245138,39.6032550951,26.9055535033,19.3420323899,46.4355482867,53.1398817796,28.2668163007,25.4392971246,21.025422698,29.1812179765,8.47373833254,26.7275708597,14.6271647345,16.6305701446,11.8456649633,18.2344586474,21.9431043088,4.67403391715,14.6911438759,5.8261521169,16.622254522,0.0,renaissance,JonsonBen
41.3520798094,17.5909934356,20.7912931769,42.4720251699,10.9122972377,17.1291739684,24.1955493296,22.4928917237,30.9429544767,34.4730268736,23.8832554385,28.964857585,18.4173342234,23.5980914959,11.3409747461,29.4835305671,57.2557284882,15.6769753752,32.1407052478,26.0233233702,21.1981768962,65.7938575813,51.3823335712,46.6448617852,50.0946096413,54.2452491255,37.5659130856,59.4989958204,38.2903091061,37.5377532047,21.6292517007,32.2631237653,22.1201413428,17.0636122189,7.85784382448,5.19586905006,9.24384606641,42.3961998592,41.8347634101,20.1103557686,26.0060089164,34.0325785486,26.2757929178,46.0076691385,44.1135083182,44.9330146201,56.3233349032,45.9693062529,37.7812918136,69.8200675156,22.5005569385,36.2714586889,25.128299495,36.3234145247,3.55072419314,10.2589314979,8.11369631865,1.04253544621,2.48213769463,11.8396403147,8.11184939091,0.0,romantic,HardyThomas
