filename,positive,negative,anger_emolex,anticipation,disgust,fear,joy,sadness,surprise,trust,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achiev,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,class,epoch
TheMarvelousLandofOz,3.5639,2.0996,0.741,1.3299,0.5955,1.2086,1.288,0.7763,0.8204,1.8128,2.9817,1.7489,1.1997,0.2536,0.2051,0.3308,7.8888,0.0198,0.247,1.0057,1.9871,6.8258,1.5416,0.9197,0.9616,1.5592,1.0917,1.9783,2.1767,0.8513,0.9527,0.3308,1.2108,0.8072,0.2117,0.0243,0.2227,4.3292,0.9549,0.7719,1.8746,0.6881,0.3462,4.5718,4.5211,0.9814,9.5318,1.632,5.1717,2.9663,0.8954,0.3793,0.2272,0.2955,0.0375,0.0485,0.1147,0.0088,0.0,0.0287,0.0772,0.0,BaumLFrankLymanFrank,unidentified
heEmeraldCityofOz,4.0069,1.8129,0.791,1.5974,0.6274,1.0585,1.4473,0.8641,0.8372,2.0804,3.6182,2.1574,1.4184,0.2117,0.306,0.4388,10.3791,0.4811,0.1944,1.5493,2.1844,7.7194,1.3703,1.1971,1.0277,1.8322,1.3838,1.9919,2.4115,1.0585,1.0316,0.256,1.2433,0.5523,0.2714,0.0308,0.4388,5.1116,1.2548,0.8333,2.1286,0.9353,0.3541,5.6409,5.5793,1.2067,9.8152,1.5916,5.4503,2.9715,0.6274,0.4542,0.3002,0.1925,0.0462,0.0577,0.2136,0.0115,0.1116,0.0289,0.0616,0.0,BaumLFrankLymanFrank,unidentified
DorothyandtheWizardinOz,3.3088,2.1098,0.8327,1.8608,0.6667,1.1404,1.4383,0.9695,0.989,1.8827,3.3479,1.8949,1.4261,0.2588,0.254,0.4713,8.9473,0.1172,0.1856,1.1355,1.8437,7.1085,1.1648,0.8156,1.1404,1.6972,1.1526,2.3394,2.6813,1.1599,0.9719,0.4102,1.2747,0.6935,0.2076,0.0366,0.4298,4.4907,1.1721,0.6496,1.7924,0.8669,0.359,5.8411,4.9156,1.0378,11.4088,1.8412,6.5615,3.2551,0.5201,0.3736,0.3052,0.2051,0.0244,0.0977,0.0806,0.0073,0.0049,0.0171,0.0513,0.0,BaumLFrankLymanFrank,unidentified
AuntJanesNiecesatWork,3.7076,2.1444,0.9357,1.7591,0.7001,0.9775,1.627,1.0788,1.0172,2.0916,3.6944,2.3228,1.3254,0.2488,0.2004,0.4227,10.4668,0.3853,0.1453,1.9419,2.8886,8.0691,1.6513,0.9049,1.255,1.8626,1.1493,2.5738,1.9903,0.7794,0.9071,0.2532,0.7376,0.3303,0.2312,0.0242,0.1739,4.6147,1.037,1.0282,1.7503,1.0876,0.3148,5.9247,5.9445,1.081,8.8683,1.2968,4.9163,2.8269,1.376,0.3941,0.2884,0.7266,0.0484,0.055,0.1453,0.0088,0.0044,0.0374,0.0947,0.0044,BaumLFrankLymanFrank,unidentified
AmericanFairyTales,3.4622,2.5024,1.0564,1.7101,0.7536,1.2432,1.5105,1.1337,0.9469,1.9775,3.4686,1.9034,1.5395,0.2576,0.3092,0.5185,10.6151,0.3833,0.1546,1.7327,3.6554,6.9533,1.3623,0.7794,1.1884,1.5717,0.9597,2.2931,2.5153,1.0306,0.9147,0.4863,1.2335,0.6763,0.3285,0.0225,0.3092,4.467,0.905,0.6924,2.1159,0.7858,0.2834,6.0193,4.4155,1.0596,11.3688,1.8325,6.0419,3.7134,0.8567,0.4573,0.3446,0.7762,0.0548,0.1127,0.1256,0.0386,0.0032,0.0129,0.0709,0.0,BaumLFrankLymanFrank,unidentified
heLifeandAdventuresofSantaClaus,3.8025,1.8728,0.8074,1.7488,0.603,0.9984,2.0101,0.8845,0.7873,1.8292,3.9633,2.5428,1.3903,0.1843,0.258,0.593,9.8228,0.1709,0.2278,0.8375,3.712,6.5831,1.2027,1.0084,0.8811,1.1759,1.2329,1.9029,2.3853,1.0453,0.8208,0.4188,1.2932,0.6968,0.3618,0.0335,0.2111,4.5429,0.9582,0.7504,2.1944,0.6901,0.2881,5.5412,3.8762,0.9414,10.9417,1.8125,5.3637,3.9432,0.6935,0.5963,0.3384,0.3049,0.3049,0.2647,0.1541,0.0067,0.0101,0.0235,0.1139,0.0,BaumLFrankLymanFrank,unidentified
DotandTotofMerryland,3.0651,1.48,0.5464,1.507,0.3903,0.5254,1.6361,0.7925,0.7175,1.6931,2.951,1.9543,0.9907,0.1741,0.1471,0.4503,9.7355,0.2041,0.1471,1.7982,1.483,7.1748,1.2699,0.7925,1.0507,1.8372,1.2638,2.2545,3.2332,1.435,1.2188,0.4533,1.4019,0.6785,0.1921,0.072,0.5254,4.6861,1.1378,0.9276,2.3506,0.5524,0.1951,6.1211,4.7402,1.0657,11.9,1.7892,6.8806,3.4163,0.8826,0.6214,0.4383,0.3212,0.018,0.015,0.1351,0.042,0.003,0.042,0.048,0.0,BaumLFrankLymanFrank,unidentified
heLostPrincessofOz,3.102,1.9837,1.1248,1.4256,0.5057,1.4278,1.2098,0.9068,1.0006,1.6262,3.1783,1.89,1.2643,0.2158,0.2311,0.4774,9.4912,0.0174,0.2071,1.188,2.1385,8.5669,1.7112,0.8284,1.4169,1.9488,1.4213,2.5984,2.6224,1.2382,1.0136,0.2965,0.9504,0.5188,0.1286,0.0349,0.279,4.6955,1.2382,0.7542,1.7613,0.9417,0.3401,5.5565,5.6503,0.9962,10.5703,1.6916,6.0928,2.9973,0.582,0.5755,0.2202,0.1548,0.0196,0.0436,0.0959,0.0065,0.0,0.0305,0.0589,0.0,BaumLFrankLymanFrank,unidentified
pg159.txt,2.3915,3.1391,1.1798,1.1363,0.7659,1.6919,0.9054,1.3375,0.6722,1.3009,2.6727,1.1089,1.525,0.3452,0.2606,0.4093,5.7364,0.0114,0.1395,0.0869,2.0166,6.4315,1.3261,0.6036,0.7408,1.8977,0.9237,1.9045,3.2786,1.5936,0.9946,0.6287,1.4267,0.8711,0.3201,0.032,0.2286,3.3929,0.6356,0.6356,1.4838,0.4687,0.3612,6.6235,3.1552,0.7911,11.5277,2.0005,6.4818,3.2969,0.8254,0.407,0.176,0.3109,0.0754,0.1372,0.128,0.048,0.0069,0.0434,0.0297,0.0,HerbertGeorgeWells,unidentified
pg44867.txt,4.4111,1.636,0.651,1.2334,0.3683,0.6852,1.0364,0.6253,0.6081,2.4582,2.818,2.03,0.651,0.0857,0.1713,0.1028,6.2955,0.0086,0.1456,0.0257,0.591,10.9379,2.3041,1.3533,1.0878,3.3233,1.9786,3.1435,1.0107,0.6338,0.1627,0.2056,0.454,0.0942,0.2998,0.0171,0.0514,5.9786,2.3897,1.2505,1.7045,0.7109,0.2313,1.6702,6.4154,1.3961,9.0021,0.8565,5.2334,2.9636,2.3469,0.4625,0.0343,0.5824,0.257,0.137,0.1285,0.0086,0.0,0.1199,0.0,0.0,HerbertGeorgeWells,unidentified
pg11502.txt,4.2038,2.3733,1.0329,1.6819,0.6913,1.3806,1.3115,1.0556,0.8193,2.4228,3.1534,1.9812,1.1299,0.1764,0.3529,0.2126,5.6567,0.1568,0.0795,0.1207,1.2062,8.8833,1.4425,1.1216,1.2207,2.5085,1.4198,2.7644,0.7863,0.3622,0.1744,0.1764,0.6769,0.1465,0.39,0.031,0.1176,5.6691,1.8068,1.004,2.0513,0.7956,0.4014,1.4425,6.1582,1.0628,8.8813,0.97,5.3884,2.5177,1.9657,0.4788,0.1176,0.4344,0.195,0.0918,0.1063,0.0062,0.0144,0.0547,0.033,0.0,HerbertGeorgeWells,unidentified
pg524.txt,3.0635,1.826,0.7132,1.4241,0.4692,0.9141,1.3943,0.8876,0.7485,1.6769,3.3495,2.028,1.2563,0.2407,0.2186,0.446,10.5253,0.3257,0.1225,3.7182,2.0258,8.4244,1.8823,0.8026,1.4009,2.1119,1.2773,2.2598,2.4696,1.0068,0.9008,0.4725,1.0212,0.4626,0.3113,0.0707,0.1811,3.8738,1.0322,0.6469,1.3192,0.7783,0.3665,5.511,5.2494,0.8037,9.8364,1.4572,5.6689,2.8427,0.8721,0.4802,0.2804,0.2727,0.1292,0.0464,0.0861,0.0099,0.0011,0.0431,0.032,0.0,HerbertGeorgeWells,unidentified
pg3797.txt,3.0132,2.7133,1.0217,1.5112,0.7569,1.2956,1.332,1.3099,0.7764,1.6189,3.2988,1.8695,1.3632,0.2635,0.3713,0.3518,6.0135,0.161,0.1052,1.036,1.2918,7.5792,1.5891,0.8348,0.9841,1.7695,1.4099,2.0434,2.3901,1.2476,0.5868,0.4674,1.0087,0.4388,0.3324,0.1078,0.1571,3.8324,1.0918,0.5946,1.4449,0.6478,0.283,6.0304,3.3326,0.6206,11.1104,1.5852,6.1576,3.5286,0.8737,0.4401,0.2428,0.3168,0.2129,0.1207,0.1272,0.0156,0.0013,0.0818,0.0273,0.0,HerbertGeorgeWells,unidentified
pg456.txt,2.7555,2.2066,0.796,1.2315,0.4876,0.9911,1.1725,1.0274,0.5965,1.4923,2.6398,1.5217,1.0909,0.1814,0.2404,0.3674,6.9873,0.0567,0.1089,0.5828,2.9324,6.5156,1.3267,0.6532,0.9434,1.6329,1.0137,2.0388,3.0548,1.6488,0.728,0.635,1.0636,0.5602,0.322,0.0318,0.1406,3.4404,0.6532,0.6259,1.5512,0.5443,0.2517,6.1346,3.0254,0.6055,11.3054,1.7553,6.5633,3.2022,0.8709,0.5352,0.2812,0.3198,0.1338,0.1225,0.0953,0.0181,0.0,0.0635,0.0136,0.0,HerbertGeorgeWells,unidentified
pg11870.txt,2.7581,2.2626,0.8194,1.3308,0.5926,1.112,1.1453,1.0581,0.7648,1.525,2.655,1.4073,1.2078,0.2354,0.2607,0.3811,7.4602,0.0851,0.1044,0.5952,3.4444,6.8576,1.4565,0.6425,0.9185,1.7425,1.0668,2.0391,3.058,1.5816,0.8147,0.5873,1.1852,0.6385,0.3113,0.0466,0.2048,3.35,0.6159,0.5753,1.4951,0.5986,0.276,6.3415,3.2968,0.7216,11.6914,1.7684,6.7645,3.342,0.709,0.4955,0.2534,0.27,0.1503,0.1204,0.1097,0.0226,0.0106,0.0499,0.0266,0.0,HerbertGeorgeWells,unidentified
pg1013.txt,2.2847,2.2034,0.7682,1.1301,0.5351,1.0642,0.7038,1.0396,0.6072,1.196,2.2019,1.1807,0.9952,0.2223,0.2177,0.2729,5.5907,0.0169,0.0705,0.0368,1.5916,8.0732,1.6913,0.8342,1.15,2.3123,1.3064,2.2065,2.6129,1.3938,0.5229,0.5903,1.1117,0.6379,0.2745,0.0383,0.1886,4.4406,1.6376,0.644,1.3923,0.6348,0.3067,5.5048,3.8303,0.9415,11.6612,1.6714,7.0151,3.1449,0.7943,0.4416,0.1227,0.2407,0.0368,0.0797,0.115,0.0291,0.0031,0.0521,0.0307,0.0,HerbertGeorgeWells,unidentified
pg17508.txt,3.6077,2.3655,0.8167,1.4568,0.6707,1.1052,1.4081,1.1503,0.7591,1.9995,3.0939,1.8462,1.1809,0.2091,0.2704,0.3317,6.2383,0.128,0.1226,0.6996,1.6461,8.0953,1.2855,0.7572,1.08,2.3655,1.4316,2.645,1.6515,0.8798,0.3281,0.3588,0.7933,0.3011,0.2632,0.0397,0.2109,3.5537,0.988,0.6851,1.226,0.6094,0.3588,2.2681,6.0436,0.8997,9.2763,1.0367,5.2881,3.0164,1.1142,0.631,0.247,0.4165,0.137,0.1226,0.1352,0.0126,0.0126,0.0667,0.0451,0.0,HerbertGeorgeWells,unidentified
pg4225.txt,4.3348,2.454,1.0573,1.5098,0.6585,1.4468,1.508,1.1036,0.6362,2.8509,3.5094,2.1887,1.1945,0.1706,0.3691,0.2115,6.1488,0.1595,0.154,0.2374,0.9979,10.6505,2.2499,1.3615,1.1797,2.6802,1.8827,3.2163,1.0869,0.5416,0.1948,0.2263,0.8792,0.1781,0.4359,0.1002,0.1558,5.1657,1.7398,1.022,1.7677,0.703,0.3469,1.15,6.9612,0.8458,8.0055,0.779,5.1342,1.994,1.725,0.4322,0.1131,0.3728,0.5398,0.141,0.1595,0.0074,0.0056,0.0909,0.0556,0.0,HerbertGeorgeWells,unidentified
382,3.1946,2.1366,0.8481,1.305,0.5805,1.0292,1.1198,1.1568,0.5228,1.7043,2.54,1.5932,0.9222,0.0947,0.2347,0.3088,4.8907,0.0741,0.1606,0.2799,1.0127,6.0063,0.6916,0.6628,0.7328,2.0831,0.8357,2.3795,1.8278,1.0621,0.3911,0.3252,0.7122,0.3829,0.2017,0.0453,0.1276,3.6351,0.7575,0.6216,1.8443,0.4652,0.1606,2.2519,4.4502,0.5969,11.6381,1.2638,7.9206,2.6141,1.1897,0.601,0.3499,0.4076,0.317,0.2182,0.1194,0.0206,0.0,0.0494,0.0453,0.0,RobertLouisStevenson,unidentified
647,3.0541,2.4796,0.9605,1.5496,0.6249,1.2564,1.2471,1.2789,0.8106,1.6451,3.1668,1.6756,1.4633,0.2799,0.207,0.5585,7.4136,0.1446,0.2295,0.8769,2.676,6.1187,1.0481,0.5811,0.8889,1.5947,0.8743,2.1599,1.9847,0.9022,0.6554,0.3476,0.8425,0.4391,0.2693,0.0279,0.13,3.269,0.7682,0.5798,1.3705,0.5413,0.3118,4.4962,3.6551,0.7416,9.7353,1.3121,5.3532,3.2,0.7284,0.276,0.3556,0.3609,0.199,0.1274,0.1088,0.0199,0.0106,0.0292,0.0478,0.0,RobertLouisStevenson,unidentified
pg32954.txt,3.1423,2.3363,1.0053,1.3681,0.7307,1.2442,1.1356,1.1024,0.8175,2.0693,2.9954,1.6567,1.3246,0.1827,0.2682,0.4956,8.4332,0.0703,0.2172,0.3078,3.6545,5.5106,0.7179,0.5493,0.8622,1.3949,0.7243,2.2788,2.2111,0.898,0.8009,0.465,1.1931,0.8546,0.2095,0.3308,0.1367,4.1527,0.7345,0.4905,2.0808,0.8328,0.3015,4.9843,3.606,0.9963,10.6379,1.6018,5.9998,3.1985,0.5876,0.3411,0.2529,0.3768,0.373,0.1495,0.4279,0.3283,0.0026,0.0255,0.0715,0.0013,RobertLouisStevenson,unidentified
pg343.txt,3.2493,1.7156,0.7032,1.2064,0.4607,0.782,1.176,0.8669,0.4971,1.8368,2.6309,1.4488,1.1821,0.1637,0.1697,0.4183,9.4205,0.4607,0.1091,0.6971,3.1402,6.5349,1.0124,0.685,1.079,1.7459,1.0124,2.4733,3.1038,0.8002,1.8671,0.3092,0.976,0.4668,0.3334,0.0121,0.1697,3.6736,0.9032,0.6244,1.5519,0.5759,0.194,5.6499,5.8135,0.8972,8.887,1.5095,4.9285,2.5036,1.3397,0.5274,0.2667,0.5638,0.2122,0.1273,0.1091,0.0061,0.0,0.0546,0.0485,0.0,RobertLouisStevenson,unidentified
pg25610.txt,2.4565,0.9476,0.4288,1.0218,0.3018,0.3759,1.1118,0.5294,0.3176,1.1382,1.747,1.2812,0.4606,0.0265,0.1535,0.1482,3.4782,0.0741,0.1165,0.1112,0.5082,4.0447,0.36,0.4818,0.4235,1.2018,0.9953,1.4665,1.5829,1.0218,0.2965,0.3335,0.5612,0.2276,0.1429,0.0106,0.1906,2.9435,0.7253,0.5241,1.3923,0.3229,0.1165,0.9582,3.6741,0.5665,7.5547,1.1012,4.7011,1.8847,1.1329,0.72,0.5029,0.36,0.0582,0.0212,0.2435,0.0212,0.1271,0.0582,0.0371,0.0,RobertLouisStevenson,unidentified
425,3.8175,2.0399,0.8888,1.4446,0.6494,1.0501,1.4893,1.0293,0.7265,2.0971,3.3575,2.2512,1.0772,0.1478,0.2487,0.2893,7.9338,0.1655,0.1696,0.4621,3.8789,7.9234,1.2187,0.791,1.1178,2.1731,1.1625,2.8174,1.3301,0.5599,0.3601,0.331,0.715,0.2935,0.2685,0.0364,0.1322,4.2973,1.3239,0.6942,1.5788,0.7764,0.2966,3.4023,4.7782,0.7213,8.6883,0.9065,5.1383,2.7091,1.175,0.4663,0.1311,0.3414,0.3341,0.1207,0.1093,0.0114,0.0042,0.0291,0.0645,0.0,RobertLouisStevenson,unidentified
614,3.0454,2.0891,0.7766,1.3799,0.6274,0.9804,1.2451,1.0301,0.6771,1.5772,3.0486,1.8757,1.1408,0.1396,0.2407,0.3787,6.1244,0.0754,0.1588,0.2423,2.2062,7.1578,1.0365,0.6466,0.9723,2.1324,1.1424,2.5367,1.5147,0.706,0.3514,0.3402,0.8985,0.3979,0.2824,0.0353,0.2054,3.6294,1.1087,0.5873,1.412,0.5664,0.2118,3.4481,4.26,0.6883,9.8935,1.1777,5.8324,2.9812,0.9691,0.5086,0.2054,0.4846,0.1861,0.0995,0.1011,0.0225,0.0064,0.0369,0.0353,0.0,RobertLouisStevenson,unidentified
pg1604.txt,2.5686,2.103,0.8547,1.2919,0.623,1.1039,0.9706,1.0712,0.7476,1.3816,2.6582,1.4078,1.2307,0.2011,0.258,0.4613,9.072,0.094,0.1771,0.1967,3.502,6.2346,1.069,0.6165,1.1127,1.7729,0.8985,2.0877,3.0408,1.069,1.4756,0.4372,1.0843,0.5946,0.2208,0.0481,0.2623,3.7687,0.7411,0.5072,1.6592,0.8198,0.258,5.5197,5.3536,0.9006,9.5857,1.563,5.5044,2.6823,0.8045,0.4809,0.1465,0.3826,0.153,0.1596,0.1574,0.0634,0.0153,0.0262,0.0415,0.0087,RobertLouisStevenson,unidentified
413,2.6743,1.9345,0.7866,1.148,0.523,1.0374,0.9821,1.0034,0.591,1.3138,2.0536,1.0459,1.0034,0.2211,0.2423,0.2764,5.0893,0.1361,0.1403,0.4549,1.9855,3.7798,0.4422,0.4762,0.4039,0.9141,0.8886,1.3776,1.7942,0.6973,0.6463,0.3827,1.3861,0.8631,0.2509,0.0935,0.2594,2.8231,0.6122,0.5357,1.4456,0.2338,0.1616,2.6658,2.4362,0.4209,8.3886,1.131,5.1531,2.1386,0.9056,0.4804,0.3104,0.3486,0.2594,0.2594,0.1361,0.017,0.0255,0.0425,0.0468,0.0,RobertLouisStevenson,unidentified
pg12758.txt,3.3768,2.5694,1.1194,1.6221,0.766,1.5019,1.3816,1.3744,0.8665,2.0242,3.4701,2.0336,1.4231,0.2519,0.2798,0.4685,8.7572,0.1814,0.1886,1.3194,3.0773,6.9454,1.3557,0.8074,1.0417,1.4977,1.165,2.1009,2.1693,1.0189,0.624,0.456,1.0852,0.5918,0.285,0.0363,0.1928,4.1459,0.7805,0.7214,1.9527,0.7193,0.3161,5.2819,4.1335,0.8561,10.1491,1.5744,5.5285,3.1602,0.8313,0.3856,0.2912,0.4374,0.3731,0.2,0.1213,0.0166,0.0166,0.0228,0.0653,0.0,HenriReneGuyDeMaupassan,unidentified
pg3804.txt,3.1521,2.4159,0.9591,1.7517,0.7002,1.1438,1.3531,1.2653,0.9006,1.8507,3.5078,2.0399,1.4387,0.331,0.2544,0.4998,10.4514,0.5314,0.1846,1.7066,4.6043,8.1504,1.5265,0.8668,1.4252,1.9746,1.3014,2.5172,2.3213,1.0852,0.5741,0.5899,1.3081,0.6777,0.3692,0.0315,0.2409,3.9874,0.9119,0.6259,1.5986,0.7475,0.2724,5.6828,4.4017,0.8376,11.0391,1.576,6.2727,3.321,0.7835,0.4796,0.2634,0.4998,0.0968,0.0968,0.0518,0.0023,0.0,0.0225,0.027,0.0,HenriReneGuyDeMaupassan,unidentified
pg3077.txt,3.0277,2.5528,1.0766,1.3473,0.6511,1.3452,1.0099,1.2119,0.7435,1.6782,2.9095,1.4268,1.4676,0.2213,0.4491,0.3954,9.558,0.1934,0.217,1.3108,3.032,6.1843,1.0873,0.7242,0.9369,1.588,0.924,2.0586,2.2563,1.025,0.6468,0.5179,1.2506,0.6468,0.2471,0.0193,0.3954,4.6887,1.0873,0.6296,2.1316,0.78,0.2879,5.7223,3.1631,0.8144,11.6058,1.6954,6.483,3.5542,0.8359,0.447,0.2127,0.3674,0.1483,0.2579,0.0817,0.0172,0.0,0.0193,0.0451,0.0,HenriReneGuyDeMaupassan,unidentified
pg15143.txt,2.6488,2.5284,0.9959,1.3227,0.6879,1.4144,1.0909,1.4078,0.7574,1.3801,2.884,1.4928,1.3647,0.3434,0.1899,0.4439,7.02,0.1424,0.17,0.8579,2.0426,6.8235,1.4387,0.7066,0.944,1.6153,0.9816,2.121,3.1777,1.432,0.9407,0.7232,1.1781,0.7177,0.2517,0.0364,0.1866,3.7297,0.9518,0.5421,1.516,0.6161,0.2793,5.8044,3.7529,0.6945,11.3183,1.633,6.6181,3.2616,0.7033,0.4339,0.3368,0.2429,0.191,0.223,0.1115,0.0221,0.0066,0.0331,0.0497,0.0,HenriReneGuyDeMaupassan,unidentified
pg49318.txt,3.4371,2.5008,1.0163,1.4519,0.7852,1.3067,1.3156,1.3126,0.7704,1.7008,3.2119,1.843,1.3482,0.1926,0.3111,0.4771,5.9528,0.1244,0.1778,0.5896,1.446,7.1617,1.2415,0.8711,0.8178,1.7571,1.3867,2.2401,1.9289,0.9867,0.3408,0.5008,1.1023,0.5422,0.3467,0.0326,0.2163,4.3557,1.1704,0.6519,1.9082,0.56,0.2845,2.7675,4.7201,0.6489,10.4566,1.4193,6.415,2.7705,1.0134,0.4741,0.2015,0.4237,0.1778,0.2252,0.1215,0.0119,0.003,0.0533,0.0533,0.0,HenriReneGuyDeMaupassan,unidentified
pg10577.txt,3.5068,2.3999,1.0815,1.7207,0.7119,1.2976,1.5954,1.2903,0.8899,1.9895,3.604,2.1893,1.3966,0.2443,0.2824,0.4758,9.4109,0.3133,0.2134,1.2159,3.6194,7.0191,1.3757,0.7963,1.086,1.4592,1.1114,2.1648,2.1711,0.9861,0.6502,0.4413,1.0479,0.543,0.2615,0.0409,0.2252,4.2305,0.9925,0.7509,1.7362,0.81,0.3287,5.5399,4.0707,0.859,10.5959,1.6172,5.7588,3.3643,0.7573,0.4186,0.2488,0.4231,0.2306,0.1816,0.109,0.0145,0.0082,0.0245,0.0617,0.0,HenriReneGuyDeMaupassan,unidentified
pg4788.txt,3.3354,2.3986,0.9509,1.5234,0.7097,1.0692,1.1213,1.0645,0.6718,1.9019,3.0089,1.6322,1.3483,0.194,0.3122,0.44,9.0789,0.2366,0.2176,1.7836,2.6305,6.685,1.1638,0.8374,1.055,1.7126,0.8752,2.3324,1.9113,0.8752,0.5535,0.3832,1.3247,0.6765,0.2129,0.0473,0.4636,4.5796,0.9604,0.5961,2.1999,0.7475,0.2981,5.365,2.8575,0.7995,10.0345,1.4572,5.5306,3.1698,0.8421,0.6387,0.2224,0.4636,0.2555,0.1561,0.1277,0.0095,0.0,0.0237,0.0946,0.0,HenriReneGuyDeMaupassan,unidentified
pg33928.txt,2.8289,1.9552,0.7181,1.5041,0.4895,0.8806,1.2913,0.9298,0.8087,1.5366,2.8919,1.7897,1.0825,0.2147,0.2078,0.3408,10.2793,0.2462,0.2157,1.9887,3.7883,6.6654,1.3297,0.6885,1.1318,1.4085,0.9751,2.0439,2.3275,1.1042,0.6018,0.5605,1.0648,0.589,0.197,0.0335,0.2699,3.938,0.8855,0.5821,1.642,0.8392,0.2157,5.2667,4.3399,1.116,11.2604,1.7986,6.2793,3.3214,0.7673,0.396,0.2876,0.4167,0.1221,0.0837,0.0886,0.0177,0.0,0.0236,0.0473,0.0,HenriReneGuyDeMaupassan,unidentified
pg9161.txt,2.8695,2.153,0.9493,1.3147,0.6108,1.1284,1.227,1.0729,0.6359,1.5691,3.3567,1.9596,1.3577,0.2239,0.3385,0.3475,10.6665,0.4191,0.2687,1.3649,3.0808,8.1481,1.6067,0.9457,1.3326,1.6533,1.3362,2.6312,1.6192,0.7595,0.4908,0.2955,0.8078,0.3654,0.249,0.0287,0.1917,4.4027,1.5745,0.5123,1.4831,0.6592,0.3779,3.9334,6.382,1.0622,9.2604,1.2986,4.9419,3.0773,0.7218,0.3457,0.2114,0.3564,0.1021,0.1791,0.1164,0.0072,0.0018,0.0537,0.0537,0.0,HenriReneGuyDeMaupassan,unidentified
pg27317.txt,2.6837,1.7168,0.872,1.3436,0.57,0.5666,1.1637,0.7091,0.5666,1.6218,2.4598,1.6286,0.8143,0.1561,0.112,0.2748,9.1369,0.1866,0.1052,1.5777,2.4123,8.611,1.4623,0.872,1.9339,2.0832,1.0586,2.9144,2.4089,0.8346,1.0959,0.4343,0.7736,0.3562,0.1662,0.0034,0.2884,3.878,1.1128,0.5836,1.4691,0.6989,0.2171,5.3607,6.806,1.0077,9.2963,1.6659,5.3878,2.3852,1.6828,0.3664,0.5429,1.1943,0.0407,0.0204,0.0746,0.0,0.0034,0.0271,0.0441,0.0,EllisParkerButle,unidentified
pg44148.txt,3.0173,1.5876,0.7368,1.228,0.5087,0.6403,1.1841,0.8596,0.5964,1.5262,2.8594,1.8595,0.9911,0.1053,0.2281,0.2894,8.7361,0.4386,0.1754,2.3507,1.035,8.1309,1.1227,0.9736,1.3244,2.5349,1.0876,2.8331,2.4998,1.0876,0.7982,0.6052,0.8157,0.4473,0.2105,0.0175,0.1579,5.5609,1.6665,0.8771,2.0349,0.9648,0.2281,5.1574,5.8504,0.7719,10.3763,1.1841,6.5433,2.8243,1.8244,0.4298,0.421,0.6929,0.1579,0.0439,0.1316,0.0175,0.0,0.0877,0.0263,0.0,EllisParkerButle,unidentified
pg44219.txt,3.6548,1.6892,0.5835,1.3974,0.4684,0.5375,1.4281,0.8523,0.691,2.3265,2.8793,1.7506,1.0903,0.1459,0.1612,0.5068,9.1907,0.4223,0.1305,4.7604,0.7371,7.7779,1.336,0.883,1.1748,2.2804,0.9367,2.8332,2.5184,1.1748,0.5068,0.7294,1.6892,0.9367,0.4377,0.0154,0.3148,4.1078,0.6219,1.0289,1.6815,0.8062,0.2534,5.7663,4.1769,0.7448,10.3808,1.4819,6.1195,3.1404,2.1499,0.5451,0.215,0.5989,0.0461,0.0307,0.1612,0.0154,0.0,0.0845,0.0614,0.0,EllisParkerButle,unidentified
pg44155.txt,4.2868,2.0164,0.9111,1.8969,0.6572,0.9559,1.2099,1.2248,1.0157,2.121,3.286,2.1957,1.0456,0.239,0.0896,0.239,5.6311,0.1195,0.2987,0.1046,1.4937,10.6049,1.6281,1.643,1.3144,3.7491,1.1202,3.5848,1.1949,0.3585,0.239,0.5377,1.0007,0.2091,0.702,0.0,0.0896,5.1531,0.8215,1.6729,1.8223,1.1053,0.2091,2.823,8.1404,1.165,10.0224,0.8066,4.7647,4.7349,3.54,0.5228,0.0597,1.1053,0.0448,0.1494,0.2091,0.0,0.0,0.1494,0.0597,0.0,EllisParkerButle,unidentified
pg28389.txt,4.3804,1.6773,0.7653,1.4004,0.4234,0.6025,1.091,0.7002,0.6351,2.4589,2.8171,2.1006,0.7165,0.0651,0.1791,0.0977,5.6994,0.0651,0.1466,0.2605,0.7165,9.6564,1.0422,1.5307,1.2376,3.6476,1.0422,3.7942,0.7328,0.3745,0.1791,0.0814,0.3745,0.0651,0.114,0.0,0.2117,5.8948,1.0422,1.8401,2.1006,1.1887,0.3257,1.5795,7.5721,1.1236,8.8096,0.8956,5.1295,2.9311,4.0059,0.5211,0.2117,1.4656,0.0814,0.0489,0.1466,0.0,0.0,0.1303,0.0163,0.0,EllisParkerButle,unidentified
